282,42,164
283,42,165
285,43,166
287,43,167
288,44,168
290,44,169
291,44,170
292,45,171
294,45,172
295,45,173
297,46,174
298,46,175
299,47,176
301,47,177
302,48,178
303,48,179
304,50,180
306,50,181
307,50,182
308,51,183
309,52,184
310,53,185
311,54,186
312,55,187
313,55,188
314,57,189
314,57,190
315,58,191
316,59,192
318,60,193
318,61,194
318,62,195
320,63,196
321,63,197
322,64,198
323,66,199
323,67,200
324,70,201
325,70,202
326,71,203
326,73,204
328,74,205
328,75,206
329,77,207
330,77,208
330,79,209
331,80,210
332,81,211
332,82,212
332,83,213
334,84,214
334,86,215
335,87,216
336,88,217
336,90,218
336,90,219
336,92,220
336,93,221
337,94,222
337,95,223
338,95,224
337,96,225
338,98,226
338,99,227
339,100,228
339,101,229
339,102,230
338,103,231
339,105,232
339,106,233
339,107,234
339,109,235
340,110,236
340,112,237
340,113,238
341,114,239
341,116,240
341,118,241
341,119,242
341,121,243
341,123,244
342,124,245
342,125,246
342,128,247
342,129,248
343,130,249
343,132,250
343,133,251
343,134,252
343,136,253
344,138,254
343,139,255
344,141,256
343,141,257
342,142,258
343,144,259
343,146,260
343,147,261
343,149,262
343,150,263
343,152,264
343,153,265
342,155,266
342,156,267
343,159,268
343,161,269
343,162,270
343,164,271
342,164,272
342,166,273
341,167,274
341,169,275
340,170,276
341,173,277
341,174,278
341,176,279
341,178,280
341,181,281
341,184,282
341,185,283
341,187,284
342,190,285
341,192,286
342,193,287
341,195,288
341,198,289
341,199,290
341,201,291
341,203,292
341,205,293
341,207,294
341,209,295
340,211,296
341,214,297
341,215,298
341,217,299
340,219,300
340,221,301
340,222,302
340,225,303
340,226,304
339,229,305
339,230,306
339,232,307
338,234,308
338,236,309
339,238,310
339,241,311
338,243,312
338,245,313
338,246,314
338,248,315
338,251,316
337,253,317
337,254,318
337,257,319
337,258,320
337,260,321
337,263,322
336,265,323
336,266,324
336,268,325
336,270,326
336,273,327
336,274,328
336,276,329
335,277,330
335,279,331
335,281,332
334,283,333
334,285,334
334,286,335
334,288,336
334,290,337
334,292,338
334,294,339
334,296,340
333,297,341
333,299,342
333,301,343
332,303,344
332,304,345
332,305,346
332,309,347
332,311,348
332,312,349
332,313,350
332,316,351
331,317,352
331,319,353
331,321,354
331,322,355
331,323,356
330,325,357
330,326,358
330,328,359
330,331,360
331,334,361
330,336,362
330,337,363
329,338,364
329,340,365
329,342,366
329,343,367
328,345,368
328,347,369
328,349,370
328,351,371
329,353,372
328,355,373
329,356,374
328,358,375
328,359,376
328,361,377
328,363,378
327,365,379
327,366,380
326,368,381
326,369,382
326,371,383
326,372,384
326,373,385
326,375,386
326,376,387
326,377,388
326,379,389
326,380,390
326,383,391
326,385,392
326,387,393
326,388,394
326,390,395
326,391,396
326,393,397
326,396,398
325,397,399
325,398,400
325,400,401
325,401,402
325,403,403
325,404,404
324,406,405
325,407,406
324,409,407
323,410,408
323,411,409
322,412,410
322,413,411
321,415,412
321,416,413
321,417,414
322,420,415
322,421,416
322,422,417
322,423,418
322,424,419
322,426,420
321,426,421
321,428,422
321,429,423
321,431,424
321,433,425
321,434,426
321,435,427
320,436,428
320,437,429
320,439,430
320,440,431
319,441,432
320,442,433
320,442,434
320,444,435
320,445,436
319,446,437
319,447,438
320,448,439
320,449,440
320,450,441
319,450,442
319,452,443
319,453,444
319,454,445
319,454,446
319,456,447
319,456,448
319,457,449
319,458,450
319,459,451
319,460,452
319,461,453
318,462,454
318,462,455
318,463,456
318,464,457
318,464,458
318,465,459
318,466,460
318,466,461
317,467,462
317,468,463
317,469,464
317,469,465
